,age,income,children,income_zscore,age_MinMax,income_MinMax,kids_MinMax,gender_FEMALE,gender_MALE,region_INNER_CITY,region_RURAL,region_SUBURBAN,region_TOWN,married_NO,married_YES,car_NO,car_YES,savings_acct_NO,savings_acct_YES,current_acct_NO,current_acct_YES,mortgage_NO,mortgage_YES,pep_NO,pep_YES,age_bins_young,age_bins_mid-age,age_bins_old,id
148,63,25732.5,0,-0.138999995502036,0.9183673469387755,0.35649957352455586,0.0,0,1,0,1,0,0,0,1,0,1,0,1,1,0,1,0,1,0,0,0,1,ID12249
149,30,28240.4,3,0.05558108992730618,0.24489795918367346,0.3996530036793724,1.0,1,0,0,0,1,0,0,1,0,1,0,1,0,1,1,0,1,0,1,0,0,ID12250
150,53,28193.6,1,0.051950006232544116,0.7142857142857143,0.3988477161753868,0.3333333333333333,0,1,0,1,0,0,0,1,0,1,0,1,0,1,1,0,0,1,0,1,0,ID12251
151,43,36432.8,2,0.6912069459308718,0.5102040816326531,0.5406196136719236,0.6666666666666666,0,1,0,0,0,1,1,0,0,1,1,0,0,1,1,0,0,1,0,1,0,ID12252
152,63,54618.8,2,2.1022088278312725,0.9183673469387755,0.8535460783617012,0.6666666666666666,0,1,0,0,0,1,0,1,1,0,0,1,1,0,0,1,0,1,0,0,1,ID12253
153,33,24760.8,1,-0.21439153452340523,0.30612244897959184,0.3397795336180862,0.3333333333333333,0,1,1,0,0,0,0,1,1,0,0,1,0,1,0,1,0,1,0,1,0,ID12254
154,41,23356.1,2,-0.32337835644716495,0.46938775510204084,0.31560886359995516,0.6666666666666666,0,1,0,1,0,0,1,0,0,1,1,0,1,0,1,0,1,0,0,1,0,ID12255
155,20,8143.75,2,-1.503662887302084,0.04081632653061224,0.05384998835946589,0.6666666666666666,1,0,0,0,1,0,0,1,1,0,0,1,0,1,1,0,0,1,1,0,0,ID12256
156,50,26462.5,0,-0.08236129684442618,0.6530612244897959,0.3690606820268949,0.0,0,1,0,0,0,1,0,1,0,1,0,1,0,1,1,0,1,0,0,1,0,ID12257
157,24,20467.3,2,-0.5475124286144297,0.12244897959183673,0.26590128792658946,0.6666666666666666,0,1,0,1,0,0,0,1,0,1,0,1,0,1,1,0,1,0,1,0,0,ID12258
158,60,21506.2,0,-0.4669070258262229,0.8571428571428571,0.28377763809519224,0.0,1,0,0,0,0,1,0,1,1,0,1,0,0,1,1,0,0,1,0,0,1,ID12259
159,44,15315.3,1,-0.947241984071972,0.5306122448979592,0.17725083449638301,0.3333333333333333,1,0,0,0,0,1,0,1,1,0,0,1,0,1,1,0,0,1,0,1,0,ID12260
160,23,18875.7,2,-0.6710003091397061,0.10204081632653061,0.2385146299919007,0.6666666666666666,0,1,1,0,0,0,0,1,0,1,0,1,0,1,1,0,1,0,1,0,0,ID12261
161,40,12977.2,0,-1.128648753019037,0.4489795918367347,0.13701915259320646,0.0,1,0,1,0,0,0,0,1,1,0,1,0,1,0,1,0,1,0,0,1,0,ID12262
162,49,20708.5,3,-0.5287983818798879,0.6326530612244898,0.27005161583174586,1.0,1,0,0,0,0,1,1,0,1,0,1,0,0,1,1,0,1,0,0,1,0,ID12263
163,21,7549.38,1,-1.5497784260981438,0.061224489795918366,0.04362266498886966,0.3333333333333333,1,0,0,0,0,1,1,0,0,1,1,0,0,1,1,0,1,0,1,0,0,ID12264
164,40,24904.0,0,-0.20328103911550144,0.4489795918367347,0.3422435757242985,0.0,1,0,1,0,0,0,0,1,1,0,1,0,1,0,1,0,1,0,0,1,0,ID12265
165,26,24071.8,1,-0.2678491555851767,0.16326530612244897,0.32792391203163196,0.3333333333333333,0,1,0,1,0,0,0,1,1,0,1,0,0,1,0,1,0,1,1,0,0,ID12266
166,20,9589.91,1,-1.391459297643606,0.04081632653061224,0.07873406051253797,0.3333333333333333,0,1,0,0,0,1,1,0,1,0,0,1,0,1,0,1,1,0,1,0,0,ID12267
167,24,8562.86,1,-1.4711452914193568,0.12244897959183673,0.06106161326962386,0.3333333333333333,0,1,1,0,0,0,1,0,1,0,1,0,1,0,0,1,1,0,1,0,0,ID12268
168,37,26707.5,0,-0.06335241852783109,0.3877551020408163,0.37327639652425526,0.0,1,0,0,0,0,1,1,0,0,1,0,1,0,1,1,0,1,0,0,1,0,ID12269
169,56,34020.5,0,0.5040432024079234,0.7755102040816326,0.4991111725209749,0.0,0,1,1,0,0,0,0,1,1,0,1,0,0,1,1,0,1,0,0,0,1,ID12270
170,52,49175.7,0,1.6798936214432776,0.6938775510204082,0.7598866678287126,0.0,0,1,1,0,0,0,0,1,0,1,0,1,0,1,1,0,1,0,0,1,0,ID12271
171,22,19726.3,2,-0.6050045871148254,0.08163265306122448,0.2531509024468179,0.6666666666666666,0,1,1,0,0,0,0,1,1,0,1,0,0,1,1,0,1,0,1,0,0,ID12272
172,35,24346.6,3,-0.24652817696721624,0.3469387755102041,0.33265239506785493,1.0,0,1,1,0,0,0,0,1,0,1,0,1,0,1,1,0,1,0,0,1,0,ID12273
173,34,26999.4,1,-0.04070469779063055,0.32653061224489793,0.37829911922539605,0.3333333333333333,0,1,0,1,0,0,0,1,0,1,0,1,0,1,1,0,0,1,0,1,0,ID12274
174,67,41558.1,2,1.0888649215881971,1.0,0.6288106402569074,0.6666666666666666,1,0,0,0,0,1,0,1,1,0,0,1,0,1,1,0,0,1,0,0,1,ID12275
175,58,56340.3,0,2.2357752932272663,0.8163265306122449,0.8831679253298883,0.0,1,0,1,0,0,0,1,0,1,0,0,1,0,1,1,0,0,1,0,0,1,ID12276
176,40,37558.5,0,0.7785469227512435,0.4489795918367347,0.5599895312624482,0.0,0,1,0,0,0,1,0,1,0,1,0,1,0,1,1,0,1,0,0,1,0,ID12277
177,41,30099.3,0,0.19980804463227989,0.46938775510204084,0.43163909216567103,0.0,1,0,1,0,0,0,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,ID12278
178,43,15254.8,0,-0.9519360132072945,0.5102040816326531,0.1762098111205042,0.0,0,1,1,0,0,0,0,1,1,0,1,0,1,0,1,0,0,1,0,1,0,ID12279
179,63,36086.1,2,0.6643074434314287,0.9183673469387755,0.5346539474832098,0.6666666666666666,0,1,1,0,0,0,0,1,1,0,1,0,0,1,1,0,0,1,0,0,1,ID12280
180,22,17655.0,1,-0.7657110755114107,0.08163265306122448,0.21751004759627704,0.3333333333333333,1,0,1,0,0,0,0,1,1,0,0,1,0,1,0,1,0,1,1,0,0,ID12281
181,60,56658.9,0,2.260494593764683,0.8571428571428571,0.8886500748762516,0.0,0,1,0,1,0,0,1,0,1,0,0,1,0,1,1,0,0,1,0,0,1,ID12282
182,65,37706.5,0,0.7900298369996356,0.9591836734693877,0.5625361669588128,0.0,1,0,1,0,0,0,1,0,0,1,0,1,0,1,0,1,1,0,0,0,1,ID12283
183,48,18516.0,2,-0.6989084459988051,0.6122448979591837,0.23232527282985774,0.6666666666666666,1,0,1,0,0,0,0,1,0,1,0,1,0,1,0,1,1,0,0,1,0,ID12284
184,38,29622.0,0,0.16277564618121532,0.40816326530612246,0.4234261920448951,0.0,1,0,1,0,0,0,1,0,0,1,0,1,1,0,0,1,1,0,0,1,0,ID12285
185,49,32669.9,1,0.39925385116550177,0.6326530612244898,0.4758714010918529,0.3333333333333333,0,1,0,1,0,0,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,ID12286
186,20,18275.5,0,-0.7175681816524423,0.04081632653061224,0.2281869898232652,0.0,1,0,1,0,0,0,0,1,1,0,1,0,1,0,0,1,0,1,1,0,0,ID12287
187,48,34410.0,1,0.5342634395683878,0.6122448979591837,0.5058132982218805,0.3333333333333333,1,0,0,0,0,1,0,1,1,0,1,0,0,1,1,0,0,1,0,1,0,ID12288
188,38,34866.9,2,0.5697130579473769,0.40816326530612246,0.5136751755845088,0.6666666666666666,0,1,1,0,0,0,0,1,0,1,1,0,0,1,0,1,1,0,0,1,0,ID12289
189,41,21796.6,0,-0.44437568597667526,0.46938775510204084,0.28877455029941035,0.0,1,0,1,0,0,0,0,1,1,0,1,0,0,1,1,0,1,0,0,1,0,ID12290
190,67,63130.1,2,2.7625772605497856,1.0,1.0,0.6666666666666666,1,0,0,0,1,0,0,1,0,1,0,1,0,1,1,0,0,1,0,0,1,ID12291
191,39,14996.4,1,-0.9719845607869196,0.42857142857142855,0.17176352285063515,0.3333333333333333,0,1,1,0,0,0,0,1,0,1,0,1,1,0,1,0,1,0,0,1,0,ID12292
192,64,49024.9,3,1.6681934628712676,0.9387755102040817,0.7572918525380925,1.0,1,0,0,1,0,0,0,1,1,0,0,1,0,1,1,0,0,1,0,0,1,ID12293
193,41,16249.8,0,-0.8747366910643879,0.46938775510204084,0.19333077407917182,0.0,0,1,1,0,0,0,0,1,0,1,1,0,0,1,0,1,0,1,0,1,0,ID12294
194,55,36192.1,2,0.6725316928255473,0.7551020408163265,0.5364778892657412,0.6666666666666666,0,1,0,0,1,0,0,1,0,1,1,0,0,1,1,0,0,1,0,1,0,ID12295
195,52,17839.9,1,-0.751365191426764,0.6938775510204082,0.220691621516938,0.3333333333333333,0,1,1,0,0,0,0,1,1,0,0,1,1,0,0,1,0,1,0,1,0,ID12296
196,30,18802.4,0,-0.6766874551829976,0.24489795918367346,0.2372533570422823,0.0,1,0,1,0,0,0,1,0,1,0,1,0,0,1,0,1,0,1,1,0,0,ID12297
197,52,48720.3,2,1.6445603839519416,0.6938775510204082,0.7520506009630069,0.6666666666666666,0,1,1,0,0,0,0,1,0,1,0,1,0,1,1,0,0,1,0,1,0,ID12298
198,26,14585.9,2,-1.0038341303745208,0.16326530612244897,0.164700050192813,0.6666666666666666,0,1,1,0,0,0,1,0,1,0,1,0,0,1,0,1,1,0,1,0,0,ID12299
199,26,20819.0,0,-0.5202249898228113,0.16326530612244897,0.2719529891050451,0.0,1,0,1,0,0,0,0,1,1,0,0,1,0,1,1,0,0,1,1,0,0,ID12300
200,46,26077.8,1,-0.11220911516440227,0.5714285714285714,0.3624411499161417,0.3333333333333333,0,1,0,0,0,1,0,1,0,1,0,1,0,1,1,0,0,1,0,1,0,ID12301
201,46,41627.1,0,1.094218442420218,0.5714285714285714,0.6299979231153476,0.0,1,0,0,0,0,1,0,1,1,0,0,1,0,1,0,1,1,0,0,1,0,ID12302
202,52,16977.3,0,-0.8182919605528658,0.6938775510204082,0.20584886508663983,0.0,0,1,1,0,0,0,0,1,1,0,1,0,0,1,1,0,1,0,0,1,0,ID12303
203,37,19012.8,3,-0.6603630960082565,0.3877551020408163,0.24087370941062763,1.0,0,1,1,0,0,0,1,0,0,1,1,0,0,1,1,0,1,0,0,1,0,ID12304
204,22,12764.8,1,-1.1451282867106487,0.08163265306122448,0.1333643862289642,0.3333333333333333,0,1,1,0,0,0,0,1,1,0,0,1,0,1,0,1,0,1,1,0,0,ID12305
205,18,14388.6,0,-1.0191420964637625,0.0,0.16130510949759178,0.0,0,1,1,0,0,0,1,0,0,1,1,0,0,1,0,1,0,1,0,0,0,ID12306
206,63,59409.1,0,2.4738750719128455,0.9183673469387755,0.9359727606339677,0.0,0,1,1,0,0,0,1,0,0,1,0,1,0,1,1,0,0,1,0,0,1,ID12307
207,25,14960.2,0,-0.9747932195422695,0.14285714285714285,0.17114062952490278,0.0,1,0,1,0,0,0,0,1,1,0,0,1,0,1,0,1,1,0,1,0,0,ID12308
208,67,39666.6,0,0.9421086222582397,1.0,0.5962636036374905,0.0,0,1,1,0,0,0,0,1,0,1,0,1,0,1,1,0,1,0,0,0,1,ID12309
209,27,20771.9,0,-0.5238793496951035,0.1836734693877551,0.27114253950167505,0.0,0,1,1,0,0,0,1,0,1,0,0,1,1,0,1,0,0,1,1,0,0,ID12310
210,61,24474.1,0,-0.2366358015167433,0.8775510204081632,0.33484628730627713,0.0,0,1,1,0,0,0,1,0,0,1,1,0,1,0,1,0,0,1,0,0,1,ID12311
211,58,33123.7,1,0.43446294904334165,0.8163265306122449,0.4836799367608411,0.3333333333333333,0,1,0,0,0,1,0,1,0,1,0,1,0,1,1,0,0,1,0,0,1,ID12312
212,22,14433.4,0,-1.0156661872858708,0.08163265306122448,0.16207598300568052,0.0,0,1,1,0,0,0,0,1,0,1,0,1,0,1,1,0,0,1,1,0,0,ID12313
213,28,13175.5,1,-1.1132631996713604,0.20408163265306123,0.14043130028637607,0.3333333333333333,0,1,0,0,0,1,1,0,1,0,1,0,0,1,1,0,0,1,1,0,0,ID12314
214,23,9824.37,0,-1.3732681890309164,0.10204081632653061,0.08276841325152211,0.0,0,1,1,0,0,0,0,1,1,0,0,1,0,1,1,0,1,0,1,0,0,ID12315
215,27,17610.3,0,-0.7691792259634589,0.1836734693877551,0.2167408947879831,0.0,0,1,0,0,1,0,0,1,1,0,0,1,0,1,1,0,1,0,1,0,0,ID12316
216,27,15156.2,0,-0.9595861168889934,0.1836734693877551,0.17451320112279106,0.0,1,0,0,0,1,0,0,1,0,1,1,0,0,1,1,0,1,0,1,0,0,ID12317
217,40,31774.1,3,0.32975118505935513,0.4489795918367347,0.4604573723296675,1.0,1,0,1,0,0,0,0,1,0,1,0,1,0,1,0,1,1,0,0,1,0,ID12318
218,39,31693.5,0,0.32349765202948766,0.42857142857142855,0.4590704882950257,0.0,0,1,0,0,0,1,1,0,0,1,0,1,1,0,1,0,0,1,0,1,0,ID12319
219,35,28598.7,0,0.083380604624596,0.3469387755102041,0.4058182710442876,0.0,1,0,1,0,0,0,0,1,0,1,0,1,0,1,1,0,1,0,0,1,0,ID12320
220,37,26261.7,2,-0.09794081833819059,0.3877551020408163,0.3656055168388543,0.6666666666666666,1,0,1,0,0,0,1,0,0,1,1,0,1,0,1,0,1,0,0,1,0,ID12321
221,47,42124.1,2,1.1327793098624537,0.5918367346938775,0.6385498010957072,0.6666666666666666,0,1,1,0,0,0,0,1,1,0,0,1,0,1,1,0,0,1,0,1,0,ID12322
222,42,39308.7,1,0.9143401424643237,0.4897959183673469,0.5901052190717547,0.3333333333333333,1,0,1,0,0,0,0,1,1,0,0,1,0,1,1,0,0,1,0,1,0,ID12323
223,67,43530.0,0,1.2418592364963355,1.0,0.6627411195113764,0.0,1,0,1,0,0,0,0,1,1,0,0,1,0,1,0,1,1,0,0,0,1,ID12324
224,57,49874.4,3,1.7341038389118697,0.7959183673469388,0.7719091972952664,1.0,0,1,0,1,0,0,0,1,1,0,0,1,0,1,1,0,0,1,0,0,1,ID12325
225,47,27434.8,0,-0.006923205467996029,0.5918367346938775,0.38579104613213355,0.0,1,0,0,1,0,0,1,0,0,1,0,1,0,1,1,0,0,1,0,1,0,ID12326
226,67,50474.6,2,1.7806717114246056,1.0,0.7822368374639018,0.6666666666666666,0,1,1,0,0,0,0,1,0,1,0,1,0,1,1,0,0,1,0,0,1,ID12327
227,56,24888.2,0,-0.20450691779877567,0.7755102040816326,0.3419717051567136,0.0,0,1,0,0,0,1,1,0,1,0,0,1,0,1,1,0,0,1,0,0,1,ID12328
228,37,28021.6,0,0.03860499778171002,0.3877551020408163,0.39588811252826034,0.0,0,1,0,1,0,0,1,0,0,1,1,0,0,1,0,1,0,1,0,1,0,ID12329
229,27,12279.5,0,-1.1827813832291938,0.1836734693877551,0.12501383012460104,0.0,0,1,1,0,0,0,1,0,0,1,1,0,1,0,1,0,0,1,1,0,0,ID12330
230,59,30189.4,0,0.20679865661728095,0.8367346938775511,0.43318944268082277,0.0,1,0,1,0,0,0,0,1,0,1,1,0,0,1,0,1,0,1,0,0,1,ID12331
231,31,28969.4,1,0.11214220132648094,0.2653061224489796,0.41219690518376306,0.3333333333333333,0,1,1,0,0,0,1,0,1,0,1,0,0,1,0,1,1,0,0,1,0,ID12332
232,31,14058.5,0,-1.044753650473183,0.2653061224489796,0.1556250794748218,0.0,0,1,0,0,1,0,0,1,1,0,1,0,0,1,0,1,0,1,0,1,0,ID12333
233,32,30404.3,0,0.2234721584549799,0.2857142857142857,0.436887226539936,0.0,1,0,0,0,0,1,0,1,0,1,0,1,0,1,1,0,1,0,0,1,0,ID12334
234,57,41438.2,3,1.0795622093018307,0.7959183673469388,0.626747521202893,1.0,1,0,0,1,0,0,1,0,1,0,0,1,1,0,1,0,1,0,0,0,1,ID12335
235,49,16711.3,1,-0.8389301712965976,0.6326530612244898,0.20127180363236286,0.3333333333333333,1,0,1,0,0,0,1,0,1,0,0,1,0,1,0,1,0,1,0,1,0,ID12336
236,65,52255.9,2,1.9188778948750174,0.9591836734693877,0.812887662909404,0.6666666666666666,0,1,0,0,0,1,1,0,0,1,0,1,0,1,1,0,0,1,0,0,1,ID12337
237,22,17866.9,2,-0.7492703354490167,0.08163265306122448,0.22115621046154507,0.6666666666666666,1,0,1,0,0,0,0,1,1,0,0,1,0,1,0,1,1,0,1,0,0,ID12338
238,26,18067.5,2,-0.7337063314069394,0.16326530612244897,0.224607934249996,0.6666666666666666,1,0,0,1,0,0,0,1,1,0,0,1,1,0,1,0,1,0,1,0,0,ID12339
239,23,12823.7,0,-1.1405583971888222,0.10204081632653061,0.13437787840812557,0.0,0,1,1,0,0,0,0,1,0,1,0,1,0,1,1,0,1,0,1,0,0,ID12340
240,26,11299.3,2,-1.2588324139472613,0.16326530612244897,0.1081475307355699,0.6666666666666666,1,0,0,1,0,0,0,1,0,1,1,0,1,0,1,0,1,0,1,0,0,ID12341
241,59,56031.1,0,2.2117853129191385,0.8367346938775511,0.87784752156424,0.0,1,0,1,0,0,0,1,0,0,1,0,1,0,1,1,0,0,1,0,0,1,ID12342
242,67,35263.5,1,0.6004841646427302,1.0,0.5204994709708481,0.3333333333333333,0,1,1,0,0,0,0,1,0,1,0,1,0,1,1,0,0,1,0,0,1,ID12343
243,34,19968.1,0,-0.5862439880252227,0.32653061224489793,0.25731155455074334,0.0,1,0,1,0,0,0,0,1,0,1,0,1,0,1,1,0,1,0,0,1,0,ID12344
244,50,27825.5,2,0.023390136402590557,0.6530612244897959,0.39251382023057724,0.6666666666666666,0,1,0,1,0,0,0,1,0,1,0,1,1,0,1,0,1,0,0,1,0,ID12345
245,46,37773.9,0,0.7952592182181603,0.5714285714285714,0.5636959186205357,0.0,0,1,0,0,1,0,1,0,0,1,0,1,0,1,0,1,1,0,0,1,0,ID12346
246,23,7606.25,3,-1.5453660387109407,0.10204081632653061,0.044601226962195706,1.0,1,0,1,0,0,0,1,0,0,1,1,0,1,0,1,0,1,0,1,0,0,ID12347
247,26,21384.4,0,-0.4763571539036158,0.16326530612244897,0.28168182574507594,0.0,0,1,0,1,0,0,0,1,1,0,1,0,0,1,1,0,1,0,1,0,0,ID12348
248,40,20347.0,3,-0.55684617580417,0.4489795918367347,0.2638312860733958,1.0,0,1,0,0,0,1,0,1,1,0,0,1,0,1,1,0,1,0,0,1,0,ID12349
249,36,21332.3,3,-0.48039945006808377,0.3673469387755102,0.2807853411519638,1.0,0,1,0,0,0,1,0,1,0,1,1,0,0,1,1,0,1,0,0,1,0,ID12350
250,65,57671.7,0,2.339074969107734,0.9591836734693877,0.9060773223984008,0.0,0,1,1,0,0,0,1,0,1,0,0,1,0,1,0,1,1,0,0,0,1,ID12351
251,45,36057.8,1,0.6621117240177161,0.5510204081632653,0.53416698944127,0.3333333333333333,1,0,0,0,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,ID12352
252,23,14290.5,2,-1.026753406516244,0.10204081632653061,0.15961710299885282,0.6666666666666666,0,1,1,0,0,0,0,1,1,0,1,0,0,1,0,1,1,0,1,0,0,ID12353
253,42,17882.9,1,-0.7480289393140553,0.4897959183673469,0.22143152242871963,0.3333333333333333,1,0,0,0,0,1,0,1,1,0,1,0,1,0,1,0,0,1,0,1,0,ID12354
254,21,10629.1,3,-1.3108313945504533,0.061224489795918366,0.09661540071054578,1.0,1,0,0,1,0,0,1,0,1,0,0,1,0,1,0,1,1,0,1,0,0,ID12355
255,62,24262.8,0,-0.25302998922407605,0.8979591836734694,0.3312104486397782,0.0,1,0,1,0,0,0,1,0,0,1,1,0,0,1,1,0,0,1,0,0,1,ID12356
256,49,26097.9,2,-0.11064961126985695,0.6326530612244898,0.36278701057490476,0.6666666666666666,1,0,0,0,1,0,1,0,1,0,0,1,0,1,1,0,1,0,0,1,0,ID12357
257,28,23371.0,2,-0.32222230629648213,0.20408163265306123,0.3158652478693865,0.6666666666666666,1,0,0,0,0,1,0,1,1,0,1,0,0,1,0,1,1,0,1,0,0,ID12358
258,38,21495.6,3,-0.46772945076563494,0.40816326530612246,0.2835952439169391,1.0,1,0,0,0,0,1,1,0,1,0,1,0,0,1,0,1,1,0,0,1,0,ID12359
259,36,12166.9,0,-1.191517708528984,0.3673469387755102,0.12307632215561011,0.0,0,1,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,1,0,ID12360
260,22,17180.2,0,-0.8025495058163875,0.08163265306122448,0.20934016497037217,0.0,0,1,0,0,1,0,0,1,1,0,0,1,0,1,1,0,1,0,1,0,0,ID12361
261,40,28882.3,1,0.10538435111678514,0.4489795918367347,0.41069817566245653,0.3333333333333333,1,0,0,0,0,1,0,1,1,0,0,1,0,1,0,1,0,1,0,1,0,ID12362
262,40,21612.2,0,-0.45868277643210426,0.4489795918367347,0.28560157987772367,0.0,1,0,0,0,0,1,0,1,1,0,1,0,0,1,1,0,1,0,0,1,0,ID12363
263,60,46358.4,0,1.4613070382541213,0.8571428571428571,0.7114093925086582,0.0,1,0,1,0,0,0,0,1,0,1,0,1,0,1,0,1,1,0,0,0,1,ID12364
264,23,19166.0,0,-0.6484767280160019,0.10204081632653061,0.243509821496324,0.0,0,1,1,0,0,0,1,0,0,1,0,1,1,0,1,0,0,1,1,0,0,ID12365
265,21,17921.8,1,-0.7450107949609309,0.061224489795918366,0.22210087464891273,0.3333333333333333,0,1,1,0,0,0,0,1,0,1,1,0,1,0,1,0,0,1,1,0,0,ID12366
266,58,33229.0,0,0.44263288735655604,0.8163265306122449,0.4854918336448087,0.0,0,1,0,0,0,1,1,0,0,1,0,1,0,1,1,0,0,1,0,0,1,ID12367
267,48,30396.1,0,0.22283594293581216,0.6122448979591837,0.43674612915675903,0.0,1,0,0,0,1,0,1,0,1,0,0,1,0,1,1,0,0,1,0,1,0,ID12368
268,63,34625.2,0,0.5509602175836172,0.9183673469387755,0.5095162441803782,0.0,1,0,0,0,0,1,0,1,0,1,1,0,0,1,1,0,1,0,0,0,1,ID12369
269,20,16672.8,3,-0.8419172807463483,0.04081632653061224,0.20060933421134908,1.0,0,1,0,0,0,1,1,0,0,1,1,0,0,1,0,1,1,0,1,0,0,ID12370
270,67,60747.5,2,2.5777178586023592,1.0,0.9590026066881192,0.6666666666666666,1,0,0,0,1,0,1,0,1,0,0,1,0,1,0,1,0,1,0,0,1,ID12371
271,62,56394.3,0,2.2399650051827606,0.8979591836734694,0.8840971032191025,0.0,1,0,1,0,0,0,1,0,0,1,0,1,0,1,1,0,0,1,0,0,1,ID12372
272,36,13236.4,0,-1.108538135632664,0.3673469387755102,0.1414792064614342,0.0,0,1,0,0,0,1,0,1,1,0,0,1,0,1,1,0,1,0,0,1,0,ID12373
273,31,28409.4,1,0.06869333660283504,0.2653061224489796,0.40256098633265364,0.3333333333333333,0,1,1,0,0,0,0,1,0,1,1,0,0,1,1,0,0,1,0,1,0,ID12374
274,42,27056.5,0,-0.03627446533398748,0.4897959183673469,0.3792816388082502,0.0,1,0,1,0,0,0,0,1,0,1,0,1,0,1,1,0,1,0,0,1,0,ID12375
275,18,9362.58,0,-1.409097209103653,0.0,0.074822393668926,0.0,0,1,0,1,0,0,0,1,0,1,1,0,0,1,0,1,0,1,0,0,0,ID12376
276,46,28702.7,1,0.09144967950184452,0.5714285714285714,0.4076077988309222,0.3333333333333333,1,0,0,0,1,0,1,0,1,0,0,1,0,1,0,1,0,1,0,1,0,ID12377
277,25,22366.1,1,-0.4001897422978961,0.14285714285714285,0.29857393563102963,0.3333333333333333,0,1,0,0,0,1,0,1,0,1,0,1,0,1,1,0,0,1,1,0,0,ID12378
278,65,24477.5,0,-0.2363720048380639,0.9591836734693877,0.33490479109930177,0.0,1,0,0,1,0,0,1,0,1,0,0,1,1,0,0,1,1,0,0,0,1,ID12379
279,40,36972.4,1,0.733073030582442,0.4489795918367347,0.5499045097648854,0.3333333333333333,0,1,0,0,0,1,0,1,1,0,1,0,0,1,0,1,0,1,0,1,0,ID12380
280,32,22327.8,1,-0.4031613342959597,0.2857142857142857,0.2979149076096056,0.3333333333333333,0,1,1,0,0,0,0,1,1,0,1,0,1,0,1,0,0,1,0,1,0,ID12381
281,18,15610.2,0,-0.9243615015594663,0.0,0.18232517819136904,0.0,1,0,1,0,0,0,0,1,1,0,0,1,0,1,1,0,1,0,0,0,0,ID12382
282,64,54314.5,1,2.0785990250894772,0.9387755102040817,0.8483099888860001,0.3333333333333333,0,1,1,0,0,0,0,1,0,1,0,1,1,0,1,0,0,1,0,0,1,ID12383
283,43,39175.8,3,0.9040287958183018,0.5102040816326531,0.5878184090444112,1.0,1,0,1,0,0,0,0,1,1,0,0,1,0,1,0,1,1,0,0,1,0,ID12384
284,22,13739.0,3,-1.0695427795431918,0.08163265306122448,0.15012744363030492,1.0,1,0,1,0,0,0,0,1,1,0,0,1,0,1,1,0,1,0,1,0,0,ID12385
285,25,9485.84,0,-1.3995338036289449,0.14285714285714285,0.07694332823604698,0.0,0,1,0,0,0,1,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,ID12386
286,39,24675.7,1,-0.22099421021623059,0.42857142857142855,0.33831521809267656,0.3333333333333333,0,1,1,0,0,0,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,ID12387
287,58,28253.6,3,0.05660524173864904,0.8163265306122449,0.3998801360522914,1.0,1,0,1,0,0,0,0,1,1,0,1,0,0,1,1,0,1,0,0,0,1,ID12388
288,33,14136.5,1,-1.0387018443152467,0.30612244897959184,0.15696722531479773,0.3333333333333333,0,1,1,0,0,0,0,1,1,0,0,1,1,0,1,0,1,0,0,1,0,ID12389
289,52,37162.1,1,0.7477913335075769,0.6938775510204082,0.5531686772756986,0.3333333333333333,1,0,0,1,0,0,0,1,0,1,0,1,0,1,1,0,0,1,0,1,0,ID12390
290,23,13519.2,0,-1.0865964589472226,0.10204081632653061,0.14634534548124448,0.0,0,1,1,0,0,0,1,0,1,0,0,1,0,1,1,0,0,1,1,0,0,ID12391
291,44,39253.6,0,0.9100650845245508,0.5306122448979592,0.5891571134847974,0.0,1,0,1,0,0,0,1,0,0,1,0,1,1,0,1,0,0,1,0,1,0,ID12392
292,51,46323.8,2,1.4586225191122677,0.673469387755102,0.7108140303796432,0.6666666666666666,0,1,0,1,0,0,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,ID12393
293,26,20950.7,0,-0.5100067478869109,0.16326530612244897,0.2742191507348507,0.0,1,0,0,0,0,1,0,1,1,0,0,1,0,1,1,0,1,0,1,0,0,ID12394
294,42,22495.7,0,-0.3901344336047093,0.4897959183673469,0.3008039625651436,0.0,0,1,0,0,0,1,0,1,1,0,0,1,1,0,0,1,1,0,0,1,0,ID12395
295,34,32548.9,0,0.3898657928948569,0.32653061224489793,0.47378935434009534,0.0,0,1,0,0,0,1,0,1,0,1,0,1,0,1,0,1,1,0,0,1,0,ID12396
296,54,24583.4,2,-0.2281555141697886,0.7346938775510204,0.3367270121820384,0.6666666666666666,1,0,0,1,0,0,1,0,0,1,0,1,0,1,0,1,1,0,0,1,0,ID12397
297,18,8639.24,2,-1.4652191766200855,0.0,0.06237588377292337,0.6666666666666666,0,1,0,1,0,0,0,1,1,0,1,0,1,0,1,0,1,0,0,0,0,ID12398
298,47,17139.5,2,-0.8057073072346954,0.5918367346938775,0.20863984015387188,0.6666666666666666,1,0,1,0,0,0,1,0,0,1,1,0,0,1,1,0,1,0,0,1,0,ID12399
